ticker,endeks_adi,olcum_tarihi
ESEN,BIST HİZMETLER,2026-08-08
ESEN,BIST ANKARA,2026-08-08
ESEN,BIST 100-30,2026-08-08
ESEN,BIST YILDIZ,2026-08-08
ESEN,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
ESEN,BIST 500,2026-08-08
ESEN,BIST 100,2026-08-08
ESEN,BIST TÜM,2026-08-08
ETILR,BIST ANA,2026-08-08
ETILR,BIST TURİZM,2026-08-08
ETILR,BIST HİZMETLER,2026-08-08
ETILR,BIST YIYECEK VE ICECEK  HIZMETLERI,2026-08-08
ETILR,BIST 500,2026-08-08
ETILR,BIST İSTANBUL,2026-08-08
ETILR,BIST TÜM,2026-08-08
ETILR,BIST TÜM-100,2026-08-08
ETYAT,BIST MENKUL KIYM Y.O.,2026-08-08
EUKYO,BIST MENKUL KIYM Y.O.,2026-08-08
EUPWR,BIST KATILIM 50,2026-08-08
EUPWR,BIST 500,2026-08-08
EUPWR,BIST SINAİ,2026-08-08
EUPWR,BIST 100-30,2026-08-08
EUPWR,BIST KATILIM 30,2026-08-08
EUPWR,BIST ANKARA,2026-08-08
EUPWR,BIST 100,2026-08-08
EUPWR,"BIST METAL EŞYA, MAKİNA",2026-08-08
EUPWR,BIST KATILIM 100,2026-08-08
EUPWR,BIST YILDIZ,2026-08-08
EUPWR,BIST TÜM,2026-08-08
EUPWR,BIST KATILIM TUM,2026-08-08
EUREN,BIST 500,2026-08-08
EUREN,BIST 100-30,2026-08-08
EUREN,BIST YILDIZ,2026-08-08
EUREN,BIST SINAİ,2026-08-08
EUREN,BIST TÜM,2026-08-08
EUREN,BIST 100,2026-08-08
EUREN,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
EUYO,BIST MENKUL KIYM Y.O.,2026-08-08
EYGYO,BIST 500,2026-08-08
EYGYO,BIST ANA,2026-08-08
EYGYO,BIST TÜM,2026-08-08
EYGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
EYGYO,BIST MALİ,2026-08-08
EYGYO,BIST KATILIM TUM,2026-08-08
EYGYO,BIST TÜM-100,2026-08-08
FADE,BIST 500,2026-08-08
FADE,BIST KATILIM TUM,2026-08-08
FADE,BIST ANA,2026-08-08
FADE,BIST TÜM,2026-08-08
FADE,BIST İZMİR,2026-08-08
FADE,"BIST GIDA, İÇECEK",2026-08-08
FADE,BIST SINAİ,2026-08-08
FADE,BIST TÜM-100,2026-08-08
FENER,BIST 100-30,2026-08-08
FENER,BIST HİZMETLER,2026-08-08
FENER,BIST SPOR,2026-08-08
FENER,BIST 500,2026-08-08
FENER,BIST TÜM,2026-08-08
FENER,BIST 100,2026-08-08
FENER,BIST İSTANBUL,2026-08-08
FENER,BIST YILDIZ,2026-08-08
FLAP,BIST TÜM-100,2026-08-08
FLAP,BIST İSTANBUL,2026-08-08
FLAP,BIST TÜM,2026-08-08
FLAP,BIST HİZMETLER,2026-08-08
FMIZP,BIST TÜM,2026-08-08
FMIZP,BIST ANA,2026-08-08
FMIZP,BIST KOCAELİ,2026-08-08
FMIZP,BIST KOBI SANAYİ,2026-08-08
FMIZP,BIST 500,2026-08-08
FMIZP,"BIST METAL EŞYA, MAKİNA",2026-08-08
FMIZP,BIST SINAİ,2026-08-08
FMIZP,BIST TÜM-100,2026-08-08
FONET,BIST KATILIM 100,2026-08-08
FONET,BIST ANKARA,2026-08-08
FONET,BIST KATILIM TUM,2026-08-08
FONET,BIST TÜM,2026-08-08
FONET,BIST ANA,2026-08-08
FONET,BIST 500,2026-08-08
FONET,BIST BİLİŞİM,2026-08-08
FONET,BIST TÜM-100,2026-08-08
FONET,BIST TEKNOLOJİ,2026-08-08
FORMT,BIST TÜM,2026-08-08
FORMT,BIST KATILIM 50,2026-08-08
FORMT,BIST 500,2026-08-08
FORMT,BIST KATILIM 100,2026-08-08
FORMT,BIST SINAİ,2026-08-08
FORMT,BIST TÜM-100,2026-08-08
FORMT,BIST KATILIM TUM,2026-08-08
FORMT,BIST ANA,2026-08-08
FORMT,"BIST METAL EŞYA, MAKİNA",2026-08-08
FORMT,BIST KOBI SANAYİ,2026-08-08
FORMT,BIST KAYSERİ,2026-08-08
FORTE,BIST ANA,2026-08-08
FORTE,BIST ANKARA,2026-08-08
FORTE,BIST TEKNOLOJİ,2026-08-08
FORTE,BIST 500,2026-08-08
FORTE,BIST BİLİŞİM,2026-08-08
FORTE,BIST TÜM,2026-08-08
FORTE,BIST TÜM-100,2026-08-08
FORTE,BIST KATILIM TUM,2026-08-08
FRIGO,BIST SINAİ,2026-08-08
FRIGO,BIST TÜM,2026-08-08
FRIGO,BIST ANA,2026-08-08
FRIGO,"BIST GIDA, İÇECEK",2026-08-08
FRIGO,BIST BURSA,2026-08-08
FRIGO,BIST 500,2026-08-08
FRIGO,BIST TÜM-100,2026-08-08
FRMPL,BIST ANA,2026-08-08
FRMPL,BIST KATILIM TUM,2026-08-08
FRMPL,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
FRMPL,BIST HALKA ARZ,2026-08-08
FRMPL,BIST 500,2026-08-08
FRMPL,BIST TÜM,2026-08-08
FRMPL,BIST SINAİ,2026-08-08
FRMPL,BIST TÜM-100,2026-08-08
FRMPL,BIST TEKİRDAĞ,2026-08-08
FROTO,"BIST METAL EŞYA, MAKİNA",2026-08-08
FROTO,BIST YILDIZ,2026-08-08
FROTO,BIST TÜM,2026-08-08
FROTO,BIST TEMETTÜ 25,2026-08-08
FROTO,BIST 100,2026-08-08
FROTO,BIST 500,2026-08-08
FROTO,BIST SINAİ,2026-08-08
FROTO,BIST TEMETTÜ,2026-08-08
FROTO,BIST KURUMSAL YÖNETİM,2026-08-08
FROTO,BIST TEMETTU 5 YIL,2026-08-08
FROTO,BIST 50,2026-08-08
FROTO,BIST TEMETTU 10 YIL,2026-08-08
FROTO,BIST KOCAELİ,2026-08-08
FROTO,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
FROTO,BIST 30,2026-08-08
FZLGY,BIST MALİ,2026-08-08
FZLGY,BIST KATILIM 100,2026-08-08
FZLGY,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
FZLGY,BIST KATILIM TUM,2026-08-08
FZLGY,BIST YILDIZ,2026-08-08
FZLGY,BIST 500,2026-08-08
FZLGY,BIST TÜM,2026-08-08
FZLGY,BIST TÜM-100,2026-08-08
GARAN,BIST 500,2026-08-08
GARAN,BIST TEMETTÜ 25,2026-08-08
GARAN,BIST TEMETTU 5 YIL,2026-08-08
GARAN,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
GARAN,BIST KURUMSAL YÖNETİM,2026-08-08
GARAN,BIST LİKİT BANKA,2026-08-08
GARAN,BIST YILDIZ,2026-08-08
GARAN,BIST MALİ,2026-08-08
GARAN,BIST 30,2026-08-08
GARAN,BIST TEMETTÜ,2026-08-08
GARAN,BIST 100,2026-08-08
GARAN,BIST 50,2026-08-08
GARAN,BIST BANKA,2026-08-08
GARAN,BIST SÜRDÜRÜLEBİLİRLİK 25,2026-08-08
GARAN,BIST TÜM,2026-08-08
GARFA,BIST TÜM-100,2026-08-08
GARFA,BIST MALİ,2026-08-08
GARFA,BIST 500,2026-08-08
GARFA,BIST TÜM,2026-08-08
GARFA,BIST KURUMSAL YÖNETİM,2026-08-08
GARFA,BIST ANA,2026-08-08
GARFA,BIST FİN. KİR. FAKTORİNG,2026-08-08
GEDIK,BIST TÜM-100,2026-08-08
GEDIK,BIST TEMETTÜ,2026-08-08
GEDIK,BIST MALİ,2026-08-08
GEDIK,BIST 500,2026-08-08
GEDIK,BIST TÜM,2026-08-08
GEDIK,BIST YILDIZ,2026-08-08
GEDIK,BIST ARACI KURUM,2026-08-08
GEDZA,BIST TÜM-100,2026-08-08
GEDZA,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
GEDZA,BIST 500,2026-08-08
GEDZA,BIST ANA,2026-08-08
GEDZA,BIST SINAİ,2026-08-08
GEDZA,BIST TÜM,2026-08-08
GEDZA,BIST KATILIM TUM,2026-08-08
GENIL,BIST 500,2026-08-08
GENIL,BIST KATILIM 100,2026-08-08
GENIL,BIST TEMETTÜ,2026-08-08
GENIL,BIST TÜM,2026-08-08
GENIL,BIST ANKARA,2026-08-08
GENIL,BIST YILDIZ,2026-08-08
GENIL,BIST KATILIM 30,2026-08-08
GENIL,BIST TOPTAN TICARET,2026-08-08
GENIL,BIST KATILIM TUM,2026-08-08
GENIL,BIST 100-30,2026-08-08
GENIL,BIST TİCARET,2026-08-08
GENIL,BIST HİZMETLER,2026-08-08
GENIL,BIST KATILIM TEMETTU,2026-08-08
GENIL,BIST 100,2026-08-08
GENIL,BIST KATILIM 50,2026-08-08
GENKM,BIST 500,2026-08-08
GENKM,BIST SINAİ,2026-08-08
GENKM,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
GENKM,BIST TÜM,2026-08-08
GENKM,BIST ANA,2026-08-08
GENKM,BIST HALKA ARZ,2026-08-08
GENKM,BIST TÜM-100,2026-08-08
GENKM,BIST KOCAELİ,2026-08-08
GENKM,BIST KATILIM TUM,2026-08-08
GENTS,BIST TÜM,2026-08-08
GENTS,BIST KATILIM TEMETTU,2026-08-08
GENTS,BIST SINAİ,2026-08-08
GENTS,BIST KATILIM TUM,2026-08-08
GENTS,BIST TEMETTÜ,2026-08-08
GENTS,BIST YILDIZ,2026-08-08
GENTS,BIST TEMETTU 5 YIL,2026-08-08
GENTS,BIST TÜM-100,2026-08-08
GENTS,BIST 500,2026-08-08
GENTS,BIST KATILIM 100,2026-08-08
GENTS,"BIST ORMAN, KAĞIT, BASIM",2026-08-08
GEREL,BIST ANA,2026-08-08
GEREL,BIST 500,2026-08-08
GEREL,BIST TÜM,2026-08-08
GEREL,BIST GERİ ALIM,2026-08-08
GEREL,BIST KATILIM 100,2026-08-08
GEREL,BIST SINAİ,2026-08-08
GEREL,BIST KATILIM TUM,2026-08-08
GEREL,"BIST METAL EŞYA, MAKİNA",2026-08-08
GEREL,BIST TÜM-100,2026-08-08
GESAN,BIST İNŞAAT,2026-08-08
GESAN,BIST KATILIM 50,2026-08-08
GESAN,BIST YILDIZ,2026-08-08
GESAN,BIST 500,2026-08-08
GESAN,BIST 100-30,2026-08-08
GESAN,BIST TÜM,2026-08-08
GESAN,BIST KATILIM TUM,2026-08-08
GESAN,BIST KATILIM 100,2026-08-08
GESAN,BIST ANKARA,2026-08-08
GESAN,BIST HİZMETLER,2026-08-08
GESAN,BIST 100,2026-08-08
GIPTA,"BIST ORMAN, KAĞIT, BASIM",2026-08-08
GIPTA,BIST SINAİ,2026-08-08
GIPTA,BIST TÜM-100,2026-08-08
GIPTA,BIST 500,2026-08-08
GIPTA,BIST TÜM,2026-08-08
GIPTA,BIST YILDIZ,2026-08-08
GIPTA,BIST ANKARA,2026-08-08
GIPTA,BIST TEMETTÜ,2026-08-08
GLB,BIST ARACI KURUM,2026-08-08
GLB,BIST TÜM,2026-08-08
GLB,BIST TÜM-100,2026-08-08
GLB,BIST MALİ,2026-08-08
GLBMD,BIST ARACI KURUM,2026-08-08
GLBMD,BIST TÜM,2026-08-08
GLBMD,BIST TÜM-100,2026-08-08
GLBMD,BIST MALİ,2026-08-08
GLCVY,BIST TÜM,2026-08-08
GLCVY,BIST TEMETTÜ,2026-08-08
GLCVY,BIST YILDIZ,2026-08-08
GLCVY,BIST MALİ,2026-08-08
GLCVY,BIST 500,2026-08-08
GLCVY,BIST TÜM-100,2026-08-08
GLRMK,BIST 100-30,2026-08-08
GLRMK,BIST KATILIM 50,2026-08-08
GLRMK,BIST HİZMETLER,2026-08-08
GLRMK,BIST İNŞAAT,2026-08-08
GLRMK,BIST TÜM,2026-08-08
GLRMK,BIST HALKA ARZ,2026-08-08
GLRMK,BIST ANKARA,2026-08-08
GLRMK,BIST YILDIZ,2026-08-08
GLRMK,BIST 100,2026-08-08
GLRMK,BIST KATILIM 30,2026-08-08
GLRMK,BIST 50,2026-08-08
GLRMK,BIST KATILIM TUM,2026-08-08
GLRMK,BIST 500,2026-08-08
GLRMK,BIST KATILIM 100,2026-08-08
GLRYH,BIST ANA,2026-08-08
GLRYH,BIST TÜM-100,2026-08-08
GLRYH,BIST MALİ,2026-08-08
GLRYH,BIST HOLDİNG VE YATIRIM,2026-08-08
GLRYH,BIST TÜM,2026-08-08
GLRYH,BIST 500,2026-08-08
GLRYH,BIST İSTANBUL,2026-08-08
GLYHO,BIST YILDIZ,2026-08-08
GLYHO,BIST TÜM-100,2026-08-08
GLYHO,BIST KURUMSAL YÖNETİM,2026-08-08
GLYHO,BIST GERİ ALIM,2026-08-08
GLYHO,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
GLYHO,BIST İSTANBUL,2026-08-08
GLYHO,BIST TÜM,2026-08-08
GLYHO,BIST 500,2026-08-08
GLYHO,BIST MALİ,2026-08-08
GLYHO,BIST HOLDİNG VE YATIRIM,2026-08-08
GLYHO,BIST TEMETTÜ,2026-08-08
GMTAS,BIST 500,2026-08-08
GMTAS,BIST HİZMETLER,2026-08-08
GMTAS,BIST YILDIZ,2026-08-08
GMTAS,BIST KATILIM TUM,2026-08-08
GMTAS,BIST PERAKENDE TICARET,2026-08-08
GMTAS,BIST TİCARET,2026-08-08
GMTAS,BIST TÜM,2026-08-08
GMTAS,BIST TÜM-100,2026-08-08
GOKNR,"BIST GIDA, İÇECEK",2026-08-08
GOKNR,BIST 500,2026-08-08
GOKNR,BIST KATILIM TUM,2026-08-08
GOKNR,BIST YILDIZ,2026-08-08
GOKNR,BIST TÜM,2026-08-08
GOKNR,BIST KATILIM 100,2026-08-08
GOKNR,BIST SINAİ,2026-08-08
GOKNR,BIST TÜM-100,2026-08-08
GOLDA,BIST TÜM-100,2026-08-08
GOLDA,BIST ANA,2026-08-08
GOLDA,BIST TÜM,2026-08-08
GOLDA,BIST KATILIM TUM,2026-08-08
GOLDA,BIST HALKA ARZ,2026-08-08
GOLDA,"BIST GIDA, İÇECEK",2026-08-08
GOLDA,BIST SINAİ,2026-08-08
GOLTS,BIST YILDIZ,2026-08-08
GOLTS,"BIST TAŞ, TOPRAK",2026-08-08
GOLTS,BIST KATILIM TUM,2026-08-08
GOLTS,BIST SINAİ,2026-08-08
GOLTS,BIST TEMETTU 5 YIL,2026-08-08
GOLTS,BIST TEMETTÜ,2026-08-08
GOLTS,BIST 500,2026-08-08
GOLTS,BIST TÜM-100,2026-08-08
GOLTS,BIST KATILIM TEMETTU,2026-08-08
GOLTS,BIST TÜM,2026-08-08
GOODY,BIST KATILIM TUM,2026-08-08
GOODY,BIST 500,2026-08-08
GOODY,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
GOODY,BIST ANA,2026-08-08
GOODY,BIST İSTANBUL,2026-08-08
GOODY,BIST TÜM-100,2026-08-08
GOODY,BIST TÜM,2026-08-08
GOODY,BIST SINAİ,2026-08-08
GOZDE,BIST YILDIZ,2026-08-08
GOZDE,BIST MALİ,2026-08-08
GOZDE,BIST 500,2026-08-08
GOZDE,BIST GIRISIM SERMAYESI Y.O.,2026-08-08
GOZDE,BIST TÜM,2026-08-08
GOZDE,BIST TÜM-100,2026-08-08
GRNYO,BIST MENKUL KIYM Y.O.,2026-08-08
GRSEL,BIST YILDIZ,2026-08-08
GRSEL,BIST İSTANBUL,2026-08-08
GRSEL,BIST KATILIM 100,2026-08-08
GRSEL,BIST KATILIM 50,2026-08-08
GRSEL,BIST 500,2026-08-08
GRSEL,BIST KATILIM TEMETTU,2026-08-08
GRSEL,BIST KATILIM TUM,2026-08-08
GRSEL,BIST ULAŞTIRMA,2026-08-08
GRSEL,BIST 100,2026-08-08
GRSEL,BIST 100-30,2026-08-08
GRSEL,BIST TEMETTÜ,2026-08-08
GRSEL,BIST SÜRDÜRÜLEBİLİRLİK KATILIM,2026-08-08
GRSEL,BIST HİZMETLER,2026-08-08
GRSEL,BIST TÜM,2026-08-08
GRTHO,BIST KATILIM 50,2026-08-08
GRTHO,BIST YILDIZ,2026-08-08
GRTHO,BIST HOLDİNG VE YATIRIM,2026-08-08
GRTHO,BIST 100-30,2026-08-08
GRTHO,BIST 100,2026-08-08
GRTHO,BIST TÜM,2026-08-08
GRTHO,BIST KATILIM TUM,2026-08-08
GRTHO,BIST 500,2026-08-08
GRTHO,BIST MALİ,2026-08-08
GRTHO,BIST İSTANBUL,2026-08-08
GRTHO,BIST KATILIM 100,2026-08-08
GSDDE,BIST ULAŞTIRMA,2026-08-08
GSDDE,BIST TÜM-100,2026-08-08
GSDDE,BIST TÜM,2026-08-08
GSDDE,BIST ANA,2026-08-08
GSDDE,BIST HİZMETLER,2026-08-08
GSDDE,BIST İSTANBUL,2026-08-08
GSDHO,BIST 500,2026-08-08
GSDHO,BIST ANA,2026-08-08
GSDHO,BIST GERİ ALIM,2026-08-08
GSDHO,BIST MALİ,2026-08-08
GSDHO,BIST TÜM,2026-08-08
GSDHO,BIST HOLDİNG VE YATIRIM,2026-08-08
GSDHO,BIST TÜM-100,2026-08-08
GSDHO,BIST İSTANBUL,2026-08-08
GSRAY,BIST YILDIZ,2026-08-08
GSRAY,BIST TÜM,2026-08-08
GSRAY,BIST İSTANBUL,2026-08-08
GSRAY,BIST 500,2026-08-08
GSRAY,BIST 100-30,2026-08-08
GSRAY,BIST SPOR,2026-08-08
GSRAY,BIST HİZMETLER,2026-08-08
GSRAY,BIST 100,2026-08-08
GUBRF,BIST 50,2026-08-08
GUBRF,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
GUBRF,BIST KATILIM 30,2026-08-08
GUBRF,BIST 30,2026-08-08
GUBRF,BIST KATILIM 50,2026-08-08
GUBRF,BIST TÜM,2026-08-08
GUBRF,BIST KATILIM 100,2026-08-08
GUBRF,BIST KATILIM TUM,2026-08-08
GUBRF,BIST 500,2026-08-08
GUBRF,BIST SINAİ,2026-08-08
GUBRF,BIST 100,2026-08-08
GUBRF,BIST İSTANBUL,2026-08-08
GUBRF,BIST YILDIZ,2026-08-08
GUNDG,BIST MANİSA,2026-08-08
GUNDG,"BIST GIDA, İÇECEK",2026-08-08
GUNDG,BIST HALKA ARZ,2026-08-08
GUNDG,BIST TÜM-100,2026-08-08
GUNDG,BIST KATILIM 100,2026-08-08
GUNDG,BIST TÜM,2026-08-08
GUNDG,BIST 500,2026-08-08
GUNDG,BIST SINAİ,2026-08-08
GUNDG,BIST KATILIM TUM,2026-08-08
GUNDG,BIST ANA,2026-08-08
GWIND,BIST ELEKTRİK,2026-08-08
GWIND,BIST YILDIZ,2026-08-08
GWIND,BIST TÜM,2026-08-08
GWIND,BIST BALIKESİR,2026-08-08
GWIND,BIST HİZMETLER,2026-08-08
GWIND,BIST TEMETTÜ,2026-08-08
GWIND,BIST TÜM-100,2026-08-08
GWIND,BIST GERİ ALIM,2026-08-08
GWIND,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
GWIND,BIST 500,2026-08-08
GWIND,BIST KURUMSAL YÖNETİM,2026-08-08
GZNMI,BIST HİZMETLER,2026-08-08
GZNMI,BIST 500,2026-08-08
GZNMI,BIST ANTALYA,2026-08-08
GZNMI,BIST ANA,2026-08-08
GZNMI,BIST TÜM-100,2026-08-08
GZNMI,BIST TÜM,2026-08-08
HALKB,BIST 50,2026-08-08
HALKB,BIST BANKA,2026-08-08
HALKB,BIST 500,2026-08-08
HALKB,BIST TÜM,2026-08-08
HALKB,BIST YILDIZ,2026-08-08
HALKB,BIST MALİ,2026-08-08
HALKB,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
HALKB,BIST 100-30,2026-08-08
HALKB,BIST KURUMSAL YÖNETİM,2026-08-08
HALKB,BIST LİKİT BANKA,2026-08-08
HALKB,BIST 100,2026-08-08
HATEK,BIST KOBI SANAYİ,2026-08-08
HATEK,BIST TÜM-100,2026-08-08
HATEK,BIST TÜM,2026-08-08
HATEK,BIST SINAİ,2026-08-08
HATEK,"BIST TEKSTİL, DERİ",2026-08-08
HATEK,BIST ANA,2026-08-08
HATEK,BIST 500,2026-08-08
HATSN,BIST TÜM-100,2026-08-08
HATSN,BIST KATILIM TUM,2026-08-08
HATSN,BIST TÜM,2026-08-08
HATSN,"BIST METAL EŞYA, MAKİNA",2026-08-08
HATSN,BIST SINAİ,2026-08-08
HATSN,BIST YILDIZ,2026-08-08
HATSN,BIST 500,2026-08-08
HDFGS,BIST 500,2026-08-08
HDFGS,BIST ANA,2026-08-08
HDFGS,BIST MALİ,2026-08-08
HDFGS,BIST GIRISIM SERMAYESI Y.O.,2026-08-08
HDFGS,BIST TÜM,2026-08-08
HDFGS,BIST TÜM-100,2026-08-08
HEDEF,BIST HOLDİNG VE YATIRIM,2026-08-08
HEDEF,BIST TÜM,2026-08-08
HEDEF,BIST TÜM-100,2026-08-08
HEDEF,BIST ANA,2026-08-08
HEDEF,BIST 500,2026-08-08
HEDEF,BIST MALİ,2026-08-08
HEDEF,BIST İSTANBUL,2026-08-08
HEKTS,BIST KOCAELİ,2026-08-08
HEKTS,BIST YILDIZ,2026-08-08
HEKTS,BIST SINAİ,2026-08-08
HEKTS,BIST 100,2026-08-08
HEKTS,BIST 50,2026-08-08
HEKTS,BIST 100-30,2026-08-08
HEKTS,BIST TÜM,2026-08-08
HEKTS,BIST 500,2026-08-08
HEKTS,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
HEKTS,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
HKTM,BIST SINAİ,2026-08-08
HKTM,BIST KOCAELİ,2026-08-08
HKTM,BIST 500,2026-08-08
HKTM,BIST KOBI SANAYİ,2026-08-08
HKTM,"BIST METAL EŞYA, MAKİNA",2026-08-08
HKTM,BIST KATILIM TUM,2026-08-08
HKTM,BIST TÜM,2026-08-08
HKTM,BIST TÜM-100,2026-08-08
HKTM,BIST ANA,2026-08-08
HLGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
HLGYO,BIST TÜM,2026-08-08
HLGYO,BIST MALİ,2026-08-08
HLGYO,BIST KURUMSAL YÖNETİM,2026-08-08
HLGYO,BIST TÜM-100,2026-08-08
HLGYO,BIST YILDIZ,2026-08-08
HLGYO,BIST 500,2026-08-08
HOROZ,BIST İSTANBUL,2026-08-08
HOROZ,BIST KATILIM TUM,2026-08-08
HOROZ,BIST TÜM-100,2026-08-08
HOROZ,BIST HİZMETLER,2026-08-08
HOROZ,BIST TÜM,2026-08-08
HOROZ,BIST ANA,2026-08-08
HOROZ,BIST ULAŞTIRMA,2026-08-08
HOROZ,BIST 500,2026-08-08
HRKET,BIST 500,2026-08-08
HRKET,BIST KATILIM TUM,2026-08-08
HRKET,BIST HİZMETLER,2026-08-08
HRKET,BIST İSTANBUL,2026-08-08
HRKET,BIST ULAŞTIRMA,2026-08-08
HRKET,BIST YILDIZ,2026-08-08
HRKET,BIST TÜM,2026-08-08
HRKET,BIST TÜM-100,2026-08-08
HRKET,BIST KATILIM 100,2026-08-08
HTTBT,BIST TEKNOLOJİ,2026-08-08
HTTBT,BIST KURUMSAL YÖNETİM,2026-08-08
HTTBT,BIST BİLİŞİM,2026-08-08
HTTBT,BIST TÜM-100,2026-08-08
HTTBT,BIST TÜM,2026-08-08
HTTBT,BIST YILDIZ,2026-08-08
HTTBT,BIST İSTANBUL,2026-08-08
HTTBT,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
HTTBT,BIST 500,2026-08-08
HUBVC,BIST TÜM,2026-08-08
HUBVC,BIST MALİ,2026-08-08
HUBVC,BIST GIRISIM SERMAYESI Y.O.,2026-08-08
HUBVC,BIST TÜM-100,2026-08-08
HUNER,BIST ANA,2026-08-08
HUNER,BIST TÜM,2026-08-08
HUNER,BIST İSTANBUL,2026-08-08
HUNER,BIST 500,2026-08-08
HUNER,BIST HİZMETLER,2026-08-08
HUNER,BIST TÜM-100,2026-08-08
HUNER,BIST ELEKTRİK,2026-08-08
HURGZ,BIST KURUMSAL YÖNETİM,2026-08-08
HURGZ,BIST ANA,2026-08-08
HURGZ,BIST TÜM,2026-08-08
HURGZ,BIST TÜM-100,2026-08-08
HURGZ,BIST 500,2026-08-08
HURGZ,BIST İSTANBUL,2026-08-08
HURGZ,BIST HİZMETLER,2026-08-08
ICB,BIST TÜM,2026-08-08
ICB,BIST BANKA,2026-08-08
ICB,BIST 500,2026-08-08
ICB,BIST TÜM-100,2026-08-08
ICB,BIST MALİ,2026-08-08
ICB,BIST ANA,2026-08-08
ICBCT,BIST TÜM,2026-08-08
ICBCT,BIST BANKA,2026-08-08
ICBCT,BIST 500,2026-08-08
ICBCT,BIST TÜM-100,2026-08-08
ICBCT,BIST MALİ,2026-08-08
ICBCT,BIST ANA,2026-08-08
ICUGS,BIST GIRISIM SERMAYESI Y.O.,2026-08-08
ICUGS,BIST MALİ,2026-08-08
ICUGS,BIST ANA,2026-08-08
ICUGS,BIST TÜM,2026-08-08
ICUGS,BIST 500,2026-08-08
ICUGS,BIST TÜM-100,2026-08-08
IDGYO,BIST TÜM-100,2026-08-08
IDGYO,BIST TÜM,2026-08-08
IDGYO,BIST MALİ,2026-08-08
IDGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
IDGYO,BIST KATILIM TUM,2026-08-08
IEYHO,BIST YILDIZ,2026-08-08
IEYHO,BIST 100-30,2026-08-08
IEYHO,BIST MALİ,2026-08-08
IEYHO,BIST 500,2026-08-08
IEYHO,BIST İSTANBUL,2026-08-08
IEYHO,BIST TÜM,2026-08-08
IEYHO,BIST HOLDİNG VE YATIRIM,2026-08-08
IEYHO,BIST 100,2026-08-08
IHAAS,BIST İSTANBUL,2026-08-08
IHAAS,BIST 500,2026-08-08
IHAAS,BIST ANA,2026-08-08
IHAAS,BIST HİZMETLER,2026-08-08
IHAAS,BIST TÜM-100,2026-08-08
IHAAS,BIST TÜM,2026-08-08
IHEVA,"BIST METAL EŞYA, MAKİNA",2026-08-08
IHEVA,BIST İSTANBUL,2026-08-08
IHEVA,BIST KURUMSAL YÖNETİM,2026-08-08
IHEVA,BIST SINAİ,2026-08-08
IHEVA,BIST TÜM-100,2026-08-08
IHEVA,BIST TÜM,2026-08-08
IHEVA,BIST KATILIM TUM,2026-08-08
IHGZT,BIST 500,2026-08-08
IHGZT,BIST TÜM,2026-08-08
IHGZT,BIST TÜM-100,2026-08-08
IHGZT,BIST ANA,2026-08-08
IHGZT,BIST İSTANBUL,2026-08-08
IHGZT,BIST HİZMETLER,2026-08-08
IHLAS,BIST KATILIM 50,2026-08-08
IHLAS,BIST TÜM,2026-08-08
IHLAS,BIST İSTANBUL,2026-08-08
IHLAS,BIST TÜM-100,2026-08-08
IHLAS,BIST 500,2026-08-08
IHLAS,BIST KATILIM 100,2026-08-08
IHLAS,BIST KATILIM TUM,2026-08-08
IHLAS,BIST KURUMSAL YÖNETİM,2026-08-08
IHLAS,BIST HOLDİNG VE YATIRIM,2026-08-08
IHLAS,BIST MALİ,2026-08-08
IHLAS,BIST YILDIZ,2026-08-08
IHLGM,BIST TÜM,2026-08-08
IHLGM,BIST TÜM-100,2026-08-08
IHLGM,BIST İZMİR,2026-08-08
IHLGM,BIST 500,2026-08-08
IHLGM,BIST HİZMETLER,2026-08-08
IHLGM,BIST KATILIM TUM,2026-08-08
IHLGM,BIST KATILIM 100,2026-08-08
IHLGM,BIST ANA,2026-08-08
IHYAY,BIST MALİ,2026-08-08
IHYAY,BIST KATILIM TUM,2026-08-08
IHYAY,BIST TÜM,2026-08-08
IHYAY,BIST İSTANBUL,2026-08-08
IHYAY,BIST TÜM-100,2026-08-08
IHYAY,BIST HOLDİNG VE YATIRIM,2026-08-08
IMASM,BIST SINAİ,2026-08-08
IMASM,BIST TÜM,2026-08-08
IMASM,BIST KATILIM TUM,2026-08-08
IMASM,BIST KATILIM 100,2026-08-08
